year,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
0.0,0.4807692307692308,0.1928857,0.1322571,0.3408857,0.2472,0.12052364464260303,-0.9693238529553914,-0.515208090850937,-0.21887121040718732,0.09181536181854798,0.14113280411100795,0.11929950556583709,0.8483342665182163,0.12052364464260303,0.5437125748502996,0.4234338747086777,-1.2163165141429841,0.525943396226415,-1.1419235022304934,-0.4008463192702434,0.005521811154058531
0.0,0.5,0.2168333,0.2761,0.2894571,0.2416571,0.28748280605226956,-1.0600381379935295,-0.5313726190898124,-0.09529931654579084,-0.20330758920052197,-1.067273443653407,0.12706129326298926,0.8768197088460141,0.28748280605226956,0.5690333618562877,0.5359628770299176,-0.6665428085449034,0.6006289308207545,0.0028829875444263196,-0.3209471623970818,0.10233756672188479
0.0,0.5192307692307693,0.1767571,0.1731286,0.2041143,0.1280143,0.2633401318597922,-1.2475960506561299,-1.312658166476628,0.09208429202757869,-1.0886764422577557,-0.1609687578300958,0.17890782531834376,0.9323558230690798,0.2633401318597922,0.5998289136047905,0.2981438515068366,-0.7764975496645172,0.5911949685566037,-0.7603213389721869,-0.4008463192702434,0.07012700165654336
0.0,0.5384615384615384,0.2277286,0.1454286,0.2542,0.2003143,0.026561684769719675,-2.155964767666793,-2.190930884805412,-1.911400995520114,-1.468120236425128,-2.5777812533589257,0.06618236057785266,0.7213395856669358,0.026561684769719675,0.2778443113772455,0.4385150812056317,-1.9126965411972323,0.5031446540849056,-1.9051278287471065,-5.19479573165987,0.05521811154058531
0.0,0.5576923076923077,0.3286429,0.3221286,0.2543714,0.3610429,0.2976805957406441,-1.2328856262177388,-1.1294601759976755,-1.0889388856493996,-0.03466590290391742,-0.8255921941005377,0.08783802447310997,0.7440509518472731,0.2976805957406441,0.39914456801197606,0.46983758700568595,-0.9964070319037487,0.5924528301886792,-0.531360041017205,-1.6792328292408087,0.007362414872078042
0.0,0.5769230769230769,0.2055286,0.1907571,0.2316714,0.2553143,0.07702888583218705,-0.5819493398830015,-0.6391361429453538,-2.6710642740376738,-0.37194927549715046,-2.6382015657471602,0.002762202027456288,0.41499860022527835,0.07702888583218705,0.15688622754491033,0.8167053364226351,-2.3818367700109135,0.541509433962264,-1.5235256654888,-3.357115123577179,0.02116694275722437
0.0,0.5961538461538461,0.3124857,0.3299857,0.3805857,0.3872714,0.42389602997675846,-0.47162115530762566,-0.1164830526609018,-1.1851629011693576,0.724221685430851,-0.4630703197711995,0.07369555009253377,0.6243701007839193,0.42389602997675846,0.38323353293413187,0.629930394427644,-0.5382622772020306,0.6084905660377359,0.0028829875444263196,-1.0400395742555275,0.13418001104362232
0.0,0.6153846153846154,0.3841333,0.39224,0.34178,0.38275,0.19959208841246498,-0.20805938204527838,0.15292575660074048,-1.0636167761527937,0.3447778912634548,-1.3693750055945106,0.04668121426401126,0.6051231802915678,0.19959208841246498,0.40171086398802425,0.8109048723878438,-1.0147328221270038,0.4827044025188678,-0.7603213389721869,-0.5606446330165638,0.09221424627277748
0.0,0.6346153846153846,0.4081571,0.3221571,0.4067143,0.3027143,0.23345823649385758,0.3166124277880189,0.3307355702457596,-1.835434667739227,1.2723071658948517,-0.9464328188769724,0.01544070933348065,0.41527855543174486,0.23345823649385758,0.27938408897005984,0.8167053364226351,-0.6665428085449034,0.7735849056603773,0.0028829875444263196,-1.7591319861139703,0.16418185164734034
0.0,0.6538461538461539,0.3320429,0.3210571,0.3146143,0.3242571,0.2544704264099037,1.1575583651929031,1.354489046496106,-1.4323066874741275,1.4409488521914562,0.02029217933453899,0.04438858658122255,0.4008608622619674,0.2544704264099037,0.352780153976048,0.7099767981386229,-0.42830753608241673,0.6666666666698112,0.0028829875444263196,-0.9601404173823659,0.1435670900055218
0.0,0.673076923076923,0.2955857,0.2956833,0.3122143,0.2659286,0.10966181283498552,2.517046768128465,2.1142218888101127,-3.443895049692058,2.4106385483969923,-0.8255921941005377,0.006905505068640721,0.0,0.10966181283498552,0.06484174508982044,0.9083526682113177,0.946126727912785,0.7264150943396225,1.3766507752743278,0.398145249461361,0.10473035155531014
0.0,0.6923076923076923,0.2846571,0.3097571,0.3878833,0.3281571,0.1642081297728027,1.706747548804234,1.6885559694676293,-1.3137992160792777,1.5252696953397584,-0.3422296949947649,0.011325028312570781,0.33983062710035705,0.1642081297728027,0.37313943541317385,0.823665893266009,-0.08928041766691636,0.714622641509434,0.38448515080273293,-0.5606446330165638,0.034787410270568746
0.0,0.7115384615384616,0.3488143,0.2957167,0.4048429,0.2425714,0.46269506237252755,-0.3723257892755681,-0.46671450537997405,-1.9752127109410986,1.3144675874689908,-2.7590421905235947,0.008839046487860122,0.4825727883533568,0.46269506237252755,0.2667236954730541,0.617169373549479,0.029837218509348635,0.6949685534622639,1.5292916405776527,-0.5606446330165638,0.191790907417633
0.0,0.7307692307692307,0.1756857,0.09948333,0.2257143,0.1827857,0.4548214201015035,1.275241761558474,1.3221599892640183,-1.613612990222092,1.5674301169139218,-1.731896879923849,0.007181725271386349,0.33500139977778387,0.4548214201015035,0.3218135158323354,0.9118329466370647,-0.39165595574586304,0.6580188679245284,0.0028829875444263196,-0.5606446330165638,0.10657095527332966
0.0,0.75,0.33754,0.2769429,0.2775,0.25505,0.21922876251007917,0.4318440866041421,1.0311984749295247,-0.5875611217285213,1.1458259011723864,-0.10054844544189563,0.04585255365577439,0.602218645016515,0.21922876251007917,0.4834901625389223,0.6705336426874247,-0.8864522907841349,0.6108490566037735,0.0028829875444263196,-0.9601404173823659,0.11595803423522916
0.0,0.7692307692307693,0.2235333,0.1339143,0.3498,0.1009167,0.14751221363183606,0.5188807648891082,0.8695531895233809,-0.638205340012762,0.8928633717274556,-0.5839109445476685,0.060492224401292705,0.5814319708861475,0.14751221363183606,0.4742514970059879,0.7935034802753491,0.16597165988506657,0.5754716981132076,0.0028829875444263196,-0.1611488486507615,0.005521811154058531
0.0,0.7884615384615384,0.2748,0.1870571,0.3739429,0.2794714,0.11957501304368447,1.1514290208902835,1.5215225079818462,-1.0534879326377236,1.989034332655457,-0.3422296949947649,0.027345800071817254,0.4348754199334042,0.11957501304368447,0.4092386655329341,0.9106728538284823,0.2955611762517378,0.6674528301886792,1.5292916405776527,-0.1611488486507615,0.08319528805448188
0.0,0.8076923076923077,0.3673,0.30555,0.45538,0.3258,0.23360053123369537,1.4346046936898684,1.4838052746701622,-0.5561617056974583,1.3144675874689908,-0.5839109445476685,0.06435930723973152,0.46920492721150353,0.23360053123369537,0.4891360136886227,0.7911832946581843,0.5429593437708756,0.6855345911981131,0.4608055834543953,-0.9601404173823659,0.10657095527332966
0.0,0.826923076923077,0.2951,0.21152,0.3044,0.2796167,0.32082720675425697,1.347568015404951,1.2736664030387188,-0.15505949498620272,2.1576760189520616,-0.28180938260656474,0.05579648095461702,0.5301301791725257,0.32082720675425697,0.5697177074491018,0.7807424593971841,0.10314037929241267,0.6729559748396227,1.147689477319346,-0.08124969177759994,0.013068286397938524
0.0,0.8461538461538461,0.2713667,0.1515667,0.34725,0.2318667,0.24583787885974479,2.470463757263746,2.017234717113807,-0.15100795729657815,1.398788430617293,0.8661765527696501,0.053034278927160734,0.4168183090722106,0.24583787885974479,0.5671514114610781,0.7436194895550299,0.7353801407302046,0.6650943396226415,0.9187281793643644,0.23834693571504068,0.02484815019326339
