year,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
0.0,0.3269230769230769,0.1226,0.103725,0.1984833,0.1776167,0.03179723502304147,-1.2914409484585443,-1.2635375717775854,-1.7232326399880533,-1.2746306086434145,-1.086953052722169,0.056091148115687994,0.31813819577735103,0.03179723502304147,0.2973922692874098,0.4139534883723657,-1.1086091332323986,0.44031830238706604,-1.2899479397092235,-1.73290352093074,0.05230467473030403
0.0,0.3461538461538462,0.1699,0.142175,0.1623571,0.1554857,0.05842293906810036,-0.773034772599453,-0.686965877937879,-0.7404435683302701,-0.39758848260151136,-0.69931508974982,0.031446099912357584,0.510213874419386,0.05842293906810036,0.47346032920940706,0.3302325581407767,-0.20716212136285234,0.34217506631316486,0.05379593515040861,-0.26689325867100894,0.028113762667538414
0.0,0.3653846153846154,0.03225,0.1729667,0.1572,0.1708429,0.08842805939580133,-0.3102963735997267,-0.32807941521054607,0.20763733926625785,-0.716512892071286,-0.0015667563995657042,0.04574934268185802,0.7349876610940496,0.08842805939580133,0.6645089698582121,0.30697674418683396,-0.20716212136285234,0.3633952254632751,0.345914168815548,0.13292772194528238,0.13533834586466167
0.0,0.38461538461538464,0.1286333,0.2450667,0.2275571,0.2358857,0.03932411674347158,-0.143293041397959,-0.03979356829069283,0.12817391078520482,0.0010670292357296961,-0.23414953418298382,0.024364592462751973,0.652659720316699,0.03932411674347158,0.6417606806054339,0.3488372093026285,0.32965463849619464,0.41644562334226376,0.9885742828788467,0.4661118724588577,0.013076168682576007
0.0,0.4038461538461539,0.1962,0.2622,0.2512,0.24734,0.019252432155657962,0.28813223332135934,0.3190928936130218,0.45516135259873397,0.3997225410729707,0.153488428789365,0.021384750219106047,0.6585549766938574,0.019252432155657962,0.7113001664514309,0.539534883723005,1.3729023039923387,0.8992042440314068,1.9817762773403154,0.8659328530751467,0.01896044458973521
0.0,0.42307692307692313,0.17121123579242692,0.17485,0.2543143,0.1817429,0.02452636968766001,0.37859237112373995,0.40146027844723214,0.4743421802072032,0.7983780529102118,0.6186539843562012,0.046432953549517965,0.6312722785844529,0.02452636968766001,0.7116700573391679,0.2418604651170969,0.7854424535270416,0.4482758620692857,1.6312343969421497,0.8659328530751467,0.12781954887218047
0.0,0.44230769230769235,0.1129,0.0928,0.2050714,0.2102714,0.00890937019969278,0.03530774418090698,-0.04567695362772327,0.48347590809652025,-0.07866407313169131,0.3085436139782957,0.06765994741454864,0.7324513298608446,0.00890937019969278,0.7144442389518875,0.22325581395524507,0.28914016608209464,0.41644562334226376,0.345914168815548,0.4661118724588577,0.09709055246812685
0.0,0.46153846153846156,0.0725,0.0725,0.1514714,0.1330286,0.3868919610855095,0.3472792460314728,0.2073085862120318,0.9091076059995716,-0.6367817897038197,0.8512367621395752,0.05258545135845749,0.7984644913627639,0.3868919610855095,0.8106158683136475,0.06976744186182804,0.9677575794968404,0.5862068965505716,1.3391161632770123,0.13292772194528238,0.06897678980058844
0.0,0.4807692307692308,0.10245,0.146175,0.1255714,0.1236,0.04946236559139785,0.3368415384792277,0.23084212426539935,0.8113767230186292,0.5591847458079034,0.3085436139782957,0.06574934268185802,0.7693309569529747,0.04946236559139785,0.7863880155358118,0.17209302325526887,0.9373717252039914,0.5305039787787476,1.3391161632770123,0.13292772194528238,0.06897678980058844
0.0,0.5,0.08638005026755202,0.12155,0.1606833,0.2025667,0.036891961085509475,0.804218918342696,0.82506397246882,0.9858309164335212,0.7186469505427907,1.0838195399229933,0.04978089395267309,0.6979709350143954,0.036891961085509475,0.8228222674277363,0.21395348837431916,0.9373717252039914,0.3687002652526592,1.3391161632770123,1.199117003588722,0.0035959463877084023
